ABC Analysis,,,,,,,,,
,,,,,,,,,
,SKU,Total Sales,% Annual Value,Annual Cumulative Value,% Annual Cumulative Value,ABC Codes,,ABC Code,Items
,OFF-ST-10001034,79.4,0.00%,2280788.61,99.29%,C,,,
,TEC-PH-10002185,79.23,0.00%,2280867.84,99.29%,C,,,
,OFF-PA-10001293,79.06,0.00%,2280946.9,99.29%,C,,,
,OFF-PA-10004355,79.06,0.00%,2281025.96,99.30%,C,,,
,OFF-LA-10003190,78.34,0.00%,2281104.3,99.30%,C,,,
,OFF-EN-10002621,78.23,0.00%,2281182.53,99.30%,C,,,
,OFF-ST-10002957,78.14,0.00%,2281260.67,99.31%,C,,,
,OFF-BI-10001890,78.04,0.00%,2281338.71,99.31%,C,,,
,OFF-EN-10004955,77.9,0.00%,2281416.61,99.31%,C,,,
,OFF-AR-10001988,77.87,0.00%,2281494.48,99.32%,C,,,
,OFF-PA-10001801,77.74,0.00%,2281572.22,99.32%,C,,,
,OFF-FA-10004395,77.24,0.00%,2281649.46,99.32%,C,,,
,OFF-FA-10002975,77.11,0.00%,2281726.57,99.33%,C,,,
,OFF-PA-10001215,77.09,0.00%,2281803.66,99.33%,C,,,
,OFF-PA-10000466,76.84,0.00%,2281880.5,99.33%,C,,,
,OFF-SU-10001574,76.65,0.00%,2281957.15,99.34%,C,,,
,OFF-PA-10003936,76.46,0.00%,2282033.61,99.34%,C,,,
,OFF-PA-10002259,76.09,0.00%,2282109.7,99.34%,C,,,
,OFF-AR-10000255,75.92,0.00%,2282185.62,99.35%,C,,,
,OFF-PA-10000213,75.7,0.00%,2282261.32,99.35%,C,,,
,OFF-AR-10001662,75.63,0.00%,2282336.95,99.35%,C,,,
,TEC-PH-10003356,75.5,0.00%,2282412.45,99.36%,C,,,
,OFF-SU-10002557,75.49,0.00%,2282487.94,99.36%,C,,,
,OFF-BI-10004140,75.42,0.00%,2282563.36,99.36%,C,,,
,OFF-AR-10001221,75.35,0.00%,2282638.71,99.37%,C,,,
,OFF-AR-10001954,75.31,0.00%,2282714.02,99.37%,C,,,
,OFF-EN-10000781,75.16,0.00%,2282789.18,99.37%,C,,,
,TEC-AC-10000387,75.1,0.00%,2282864.28,99.38%,C,,,
,OFF-PA-10001609,73.7,0.00%,2282937.98,99.38%,C,,,
,OFF-BI-10000285,72.91,0.00%,2283010.89,99.38%,C,,,
,OFF-PA-10003016,72.85,0.00%,2283083.74,99.39%,C,,,
,OFF-BI-10001267,72.8,0.00%,2283156.54,99.39%,C,,,
,OFF-PA-10004734,72.8,0.00%,2283229.34,99.39%,C,,,
,FUR-FU-10000550,72.7,0.00%,2283302.04,99.39%,C,,,
,OFF-PA-10002749,72.26,0.00%,2283374.3,99.40%,C,,,
,OFF-BI-10002003,72.04,0.00%,2283446.34,99.40%,C,,,
,TEC-MA-10003329,71.98,0.00%,2283518.32,99.40%,C,,,
,OFF-BI-10001679,71.93,0.00%,2283590.25,99.41%,C,,,
,OFF-EN-10003068,71.28,0.00%,2283661.53,99.41%,C,,,
,OFF-LA-10001982,71.25,0.00%,2283732.78,99.41%,C,,,
,OFF-PA-10000528,70.75,0.00%,2283803.53,99.42%,C,,,
,OFF-PA-10000807,70.19,0.00%,2283873.72,99.42%,C,,,
,OFF-PA-10000232,69.98,0.00%,2283943.7,99.42%,C,,,
,OFF-BI-10002764,69.77,0.00%,2284013.47,99.43%,C,,,
,OFF-FA-10001561,69.76,0.00%,2284083.23,99.43%,C,,,
,OFF-PA-10001846,69.37,0.00%,2284152.6,99.43%,C,,,
,OFF-ST-10000617,69.14,0.00%,2284221.74,99.43%,C,,,
,OFF-BI-10003166,68.88,0.00%,2284290.62,99.44%,C,,,
,OFF-LA-10000248,68.63,0.00%,2284359.25,99.44%,C,,,
,OFF-AR-10000203,68.48,0.00%,2284427.73,99.44%,C,,,
,OFF-EN-10003798,68.28,0.00%,2284496.01,99.45%,C,,,
,OFF-PA-10002659,68.28,0.00%,2284564.29,99.45%,C,,,
,OFF-BI-10000136,68.17,0.00%,2284632.46,99.45%,C,,,
,OFF-EN-10001509,68.13,0.00%,2284700.59,99.46%,C,,,
,OFF-AR-10000614,67.83,0.00%,2284768.42,99.46%,C,,,
,OFF-PA-10002230,67.73,0.00%,2284836.15,99.46%,C,,,
,OFF-BI-10000822,67.25,0.00%,2284903.4,99.46%,C,,,
,OFF-FA-10000936,67.12,0.00%,2284970.52,99.47%,C,,,
,OFF-AR-10003394,67.03,0.00%,2285037.55,99.47%,C,,,
,OFF-LA-10004559,66.82,0.00%,2285104.37,99.47%,C,,,
,OFF-BI-10004506,66.67,0.00%,2285171.04,99.48%,C,,,
,OFF-BI-10000773,66.57,0.00%,2285237.61,99.48%,C,,,
,FUR-FU-10001617,66.56,0.00%,2285304.17,99.48%,C,,,
,OFF-BI-10002414,66.41,0.00%,2285370.58,99.49%,C,,,
,OFF-LA-10000443,66.41,0.00%,2285436.99,99.49%,C,,,
,OFF-LA-10003121,66.08,0.00%,2285503.07,99.49%,C,,,
,OFF-FA-10000992,66.03,0.00%,2285569.1,99.49%,C,,,
,OFF-AR-10000127,65.6,0.00%,2285634.7,99.50%,C,,,
,OFF-AR-10003481,65.6,0.00%,2285700.3,99.50%,C,,,
,OFF-EN-10003160,65.52,0.00%,2285765.82,99.50%,C,,,
,OFF-AR-10003183,65.47,0.00%,2285831.29,99.51%,C,,,
,TEC-PH-10000347,65.34,0.00%,2285896.63,99.51%,C,,,
,FUR-FU-10003829,65.3,0.00%,2285961.93,99.51%,C,,,
,OFF-AR-10000940,65.26,0.00%,2286027.19,99.51%,C,,,
,OFF-BI-10002976,65.25,0.00%,2286092.44,99.52%,C,,,
,OFF-PA-10003657,65.05,0.00%,2286157.49,99.52%,C,,,
,TEC-PH-10002365,64.97,0.00%,2286222.46,99.52%,C,,,
,OFF-PA-10003036,64.06,0.00%,2286286.52,99.52%,C,,,
,OFF-FA-10004248,64.04,0.00%,2286350.56,99.53%,C,,,
,FUR-FU-10002874,63.82,0.00%,2286414.38,99.53%,C,,,
,OFF-BI-10001525,63.64,0.00%,2286478.02,99.53%,C,,,
,TEC-PH-10000307,63.51,0.00%,2286541.53,99.54%,C,,,
,OFF-BI-10001132,62.95,0.00%,2286604.48,99.54%,C,,,
,OFF-EN-10003072,62.86,0.00%,2286667.34,99.54%,C,,,
,FUR-FU-10002191,62.82,0.00%,2286730.16,99.54%,C,,,
,OFF-LA-10003537,62.65,0.00%,2286792.81,99.55%,C,,,
,OFF-PA-10000673,62.61,0.00%,2286855.42,99.55%,C,,,
,OFF-AR-10003651,62.32,0.00%,2286917.74,99.55%,C,,,
,OFF-EN-10004007,62.28,0.00%,2286980.02,99.56%,C,,,
,OFF-BI-10001787,62.13,0.00%,2287042.15,99.56%,C,,,
,OFF-AP-10000804,61.83,0.00%,2287103.98,99.56%,C,,,
,OFF-AR-10000246,61.72,0.00%,2287165.7,99.56%,C,,,
,TEC-PH-10000912,61.55,0.00%,2287227.25,99.57%,C,,,
,OFF-AR-10001547,61.44,0.00%,2287288.69,99.57%,C,,,
,OFF-PA-10000809,60.91,0.00%,2287349.6,99.57%,C,,,
,OFF-AR-10001166,60.64,0.00%,2287410.24,99.57%,C,,,
,OFF-PA-10000682,60.1,0.00%,2287470.34,99.58%,C,,,
,OFF-PA-10004519,60.03,0.00%,2287530.37,99.58%,C,,,
,TEC-AC-10000926,59.98,0.00%,2287590.35,99.58%,C,,,
,OFF-BI-10001759,59.83,0.00%,2287650.18,99.58%,C,,,
,OFF-AR-10001427,59.8,0.00%,2287709.98,99.59%,C,,,
,FUR-FU-10002111,59.7,0.00%,2287769.68,99.59%,C,,,
,OFF-AR-10003759,59.69,0.00%,2287829.37,99.59%,C,,,
,OFF-AR-10004587,59.49,0.00%,2287888.86,99.59%,C,,,
,FUR-FU-10001379,58.78,0.00%,2287947.64,99.60%,C,,,
,OFF-FA-10002988,58.69,0.00%,2288006.33,99.60%,C,,,
,OFF-EN-10004030,58.65,0.00%,2288064.98,99.60%,C,,,
,OFF-LA-10003077,58.48,0.00%,2288123.46,99.60%,C,,,
,OFF-FA-10004968,58.34,0.00%,2288181.8,99.61%,C,,,
,OFF-PA-10002105,58.32,0.00%,2288240.12,99.61%,C,,,
,OFF-BI-10002393,57.41,0.00%,2288297.53,99.61%,C,,,
,OFF-PA-10001947,57.41,0.00%,2288354.94,99.61%,C,,,
,OFF-PA-10000130,57.35,0.00%,2288412.29,99.62%,C,,,
,OFF-LA-10000134,56.68,0.00%,2288468.97,99.62%,C,,,
,OFF-LA-10000262,56.37,0.00%,2288525.34,99.62%,C,,,
,OFF-PA-10003971,56.21,0.00%,2288581.55,99.62%,C,,,
,OFF-AR-10002766,56.16,0.00%,2288637.71,99.63%,C,,,
,TEC-PH-10004924,56.16,0.00%,2288693.87,99.63%,C,,,
,FUR-FU-10002685,56.1,0.00%,2288749.97,99.63%,C,,,
,OFF-AP-10004052,56.09,0.00%,2288806.06,99.63%,C,,,
,OFF-LA-10004345,55.97,0.00%,2288862.03,99.64%,C,,,
,OFF-PA-10004965,55.94,0.00%,2288917.97,99.64%,C,,,
,OFF-BI-10004094,55.76,0.00%,2288973.73,99.64%,C,,,
,OFF-FA-10000304,54.94,0.00%,2289028.67,99.64%,C,,,
,OFF-PA-10000551,54.91,0.00%,2289083.58,99.65%,C,,,
,OFF-EN-10001415,54.68,0.00%,2289138.26,99.65%,C,,,
,OFF-PA-10001307,54.6,0.00%,2289192.86,99.65%,C,,,
,TEC-AC-10002558,54.58,0.00%,2289247.44,99.65%,C,,,
,OFF-BI-10000216,54.47,0.00%,2289301.91,99.66%,C,,,
,OFF-PA-10000556,54.43,0.00%,2289356.34,99.66%,C,,,
,OFF-AR-10002280,54.35,0.00%,2289410.69,99.66%,C,,,
,OFF-FA-10000735,54.31,0.00%,2289465,99.66%,C,,,
,OFF-EN-10002973,53.76,0.00%,2289518.76,99.67%,C,,,
,OFF-LA-10004425,53.76,0.00%,2289572.52,99.67%,C,,,
,OFF-LA-10004409,53.57,0.00%,2289626.09,99.67%,C,,,
,FUR-FU-10001025,53.46,0.00%,2289679.55,99.67%,C,,,
,OFF-ST-10003221,53.4,0.00%,2289732.95,99.67%,C,,,
,OFF-BI-10004099,52.99,0.00%,2289785.94,99.68%,C,,,
,OFF-PA-10003063,52.8,0.00%,2289838.74,99.68%,C,,,
,FUR-TA-10003837,51.78,0.00%,2289890.52,99.68%,C,,,
,OFF-AR-10004817,51.6,0.00%,2289942.12,99.68%,C,,,
,OFF-BI-10002012,51.48,0.00%,2289993.6,99.69%,C,,,
,OFF-BI-10004465,51.48,0.00%,2290045.08,99.69%,C,,,
,OFF-PA-10000350,51.36,0.00%,2290096.44,99.69%,C,,,
,OFF-BI-10002954,51.18,0.00%,2290147.62,99.69%,C,,,
,OFF-PA-10000007,51.12,0.00%,2290198.74,99.70%,C,,,
,OFF-LA-10000452,51.03,0.00%,2290249.77,99.70%,C,,,
,OFF-EN-10003845,50.93,0.00%,2290300.7,99.70%,C,,,
,OFF-AR-10002257,50.76,0.00%,2290351.46,99.70%,C,,,
,OFF-FA-10002815,50.61,0.00%,2290402.07,99.70%,C,,,
,OFF-AP-10001626,50.57,0.00%,2290452.64,99.71%,C,,,
,OFF-FA-10001843,50.39,0.00%,2290503.03,99.71%,C,,,
,OFF-LA-10000081,50.25,0.00%,2290553.28,99.71%,C,,,
,OFF-EN-10004147,50.23,0.00%,2290603.51,99.71%,C,,,
,OFF-PA-10004000,50.13,0.00%,2290653.64,99.71%,C,,,
,OFF-PA-10001583,49.98,0.00%,2290703.62,99.72%,C,,,
,OFF-PA-10001763,49.95,0.00%,2290753.57,99.72%,C,,,
,OFF-PA-10000605,49.71,0.00%,2290803.28,99.72%,C,,,
,OFF-PA-10000697,49.5,0.00%,2290852.78,99.72%,C,,,
,OFF-PA-10003953,49.24,0.00%,2290902.02,99.73%,C,,,
,OFF-AR-10004752,49.13,0.00%,2290951.15,99.73%,C,,,
,OFF-AR-10001573,48.93,0.00%,2291000.08,99.73%,C,,,
,FUR-FU-10001847,48.85,0.00%,2291048.93,99.73%,C,,,
,OFF-PA-10004947,48.79,0.00%,2291097.72,99.73%,C,,,
,OFF-LA-10002271,48.05,0.00%,2291145.77,99.74%,C,,,
,OFF-FA-10000053,48,0.00%,2291193.77,99.74%,C,,,
,OFF-AR-10004956,47.99,0.00%,2291241.76,99.74%,C,,,
,OFF-AR-10004790,47.88,0.00%,2291289.64,99.74%,C,,,
,OFF-LA-10001175,47.81,0.00%,2291337.45,99.74%,C,,,
,FUR-FU-10002963,47.75,0.00%,2291385.2,99.75%,C,,,
,OFF-AP-10004655,47.54,0.00%,2291432.74,99.75%,C,,,
,OFF-AR-10003190,47.23,0.00%,2291479.97,99.75%,C,,,
,OFF-AR-10004511,47.08,0.00%,2291527.05,99.75%,C,,,
,OFF-PA-10004239,47.08,0.00%,2291574.13,99.76%,C,,,
,OFF-AR-10003217,46.94,0.00%,2291621.07,99.76%,C,,,
,OFF-PA-10003729,46.66,0.00%,2291667.73,99.76%,C,,,
,OFF-LA-10001317,46.62,0.00%,2291714.35,99.76%,C,,,
,FUR-FU-10004415,46.59,0.00%,2291760.94,99.76%,C,,,
,OFF-PA-10001204,46.47,0.00%,2291807.41,99.77%,C,,,
,OFF-FA-10002983,46.38,0.00%,2291853.79,99.77%,C,,,
,OFF-ST-10001414,46.26,0.00%,2291900.05,99.77%,C,,,
,OFF-AR-10001940,45.92,0.00%,2291945.97,99.77%,C,,,
,OFF-AR-10003856,45.59,0.00%,2291991.56,99.77%,C,,,
,OFF-BI-10002897,45.5,0.00%,2292037.06,99.78%,C,,,
,OFF-LA-10004178,45.43,0.00%,2292082.49,99.78%,C,,,
,FUR-FU-10000206,45.4,0.00%,2292127.89,99.78%,C,,,
,OFF-PA-10001246,45.36,0.00%,2292173.25,99.78%,C,,,
,OFF-AR-10000657,45.15,0.00%,2292218.4,99.78%,C,,,
,OFF-SU-10004290,45.14,0.00%,2292263.54,99.79%,C,,,
,FUR-FU-10002508,45.04,0.00%,2292308.58,99.79%,C,,,
,OFF-AR-10002335,44.89,0.00%,2292353.47,99.79%,C,,,
,OFF-LA-10001045,44.37,0.00%,2292397.84,99.79%,C,,,
,OFF-LA-10001404,44.28,0.00%,2292442.12,99.79%,C,,,
,OFF-SU-10002522,44.23,0.00%,2292486.35,99.79%,C,,,
,TEC-AC-10000199,44.03,0.00%,2292530.38,99.80%,C,,,
,OFF-AR-10003251,43.92,0.00%,2292574.3,99.80%,C,,,
,OFF-AR-10003772,43.75,0.00%,2292618.05,99.80%,C,,,
,OFF-BI-10003196,43.75,0.00%,2292661.8,99.80%,C,,,
,OFF-AP-10000595,43.7,0.00%,2292705.5,99.80%,C,,,
,OFF-SU-10002189,43.67,0.00%,2292749.17,99.81%,C,,,
,OFF-AR-10003469,42.94,0.00%,2292792.11,99.81%,C,,,
,OFF-AR-10001177,42.64,0.00%,2292834.75,99.81%,C,,,
,TEC-AC-10001445,42.42,0.00%,2292877.17,99.81%,C,,,
,OFF-BI-10004187,42.11,0.00%,2292919.28,99.81%,C,,,
,OFF-BI-10002160,41.92,0.00%,2292961.2,99.82%,C,,,
,TEC-MA-10000752,41.91,0.00%,2293003.11,99.82%,C,,,
,OFF-SU-10000432,41.64,0.00%,2293044.75,99.82%,C,,,
,OFF-BI-10001982,41.35,0.00%,2293086.1,99.82%,C,,,
,OFF-EN-10001137,41.3,0.00%,2293127.4,99.82%,C,,,
,OFF-PA-10004470,40.9,0.00%,2293168.3,99.82%,C,,,
,OFF-FA-10001332,40.89,0.00%,2293209.19,99.83%,C,,,
,OFF-BI-10004528,40.32,0.00%,2293249.51,99.83%,C,,,
,OFF-PA-10001826,40.18,0.00%,2293289.69,99.83%,C,,,
,OFF-AR-10003811,39.78,0.00%,2293329.47,99.83%,C,,,
,FUR-FU-10003026,39.69,0.00%,2293369.16,99.83%,C,,,
,OFF-BI-10000848,39.38,0.00%,2293408.54,99.83%,C,,,
,OFF-AR-10001868,38.97,0.00%,2293447.51,99.84%,C,,,
,OFF-BI-10003350,38.92,0.00%,2293486.43,99.84%,C,,,
,OFF-AR-10001315,38.72,0.00%,2293525.15,99.84%,C,,,
,OFF-BI-10004022,38.64,0.00%,2293563.79,99.84%,C,,,
,OFF-BI-10002194,38.3,0.00%,2293602.09,99.84%,C,,,
,OFF-AP-10000124,38.27,0.00%,2293640.36,99.84%,C,,,
,OFF-PA-10001622,38.14,0.00%,2293678.5,99.85%,C,,,
,OFF-BI-10004656,38.02,0.00%,2293716.52,99.85%,C,,,
,OFF-PA-10000955,37.94,0.00%,2293754.46,99.85%,C,,,
,OFF-AR-10000799,37.7,0.00%,2293792.16,99.85%,C,,,
,OFF-AR-10002467,37.55,0.00%,2293829.71,99.85%,C,,,
,OFF-AR-10004930,37.52,0.00%,2293867.23,99.85%,C,,,
,FUR-FU-10002107,37.46,0.00%,2293904.69,99.86%,C,,,
,OFF-BI-10003655,37.24,0.00%,2293941.93,99.86%,C,,,
,OFF-AR-10002804,37.16,0.00%,2293979.09,99.86%,C,,,
,OFF-PA-10004248,36.96,0.00%,2294016.05,99.86%,C,,,
,OFF-BI-10003529,36.92,0.00%,2294052.97,99.86%,C,,,
,OFF-ST-10001627,36.74,0.00%,2294089.71,99.86%,C,,,
,OFF-EN-10004846,36.71,0.00%,2294126.42,99.87%,C,,,
,OFF-AR-10001545,36.6,0.00%,2294163.02,99.87%,C,,,
,FUR-FU-10002505,36.39,0.00%,2294199.41,99.87%,C,,,
,OFF-PA-10001837,36.29,0.00%,2294235.7,99.87%,C,,,
,FUR-FU-10003489,36.16,0.00%,2294271.86,99.87%,C,,,
,OFF-FA-10000611,36.11,0.00%,2294307.97,99.87%,C,,,
,OFF-PA-10003205,35.95,0.00%,2294343.92,99.88%,C,,,
,FUR-FU-10003274,35.9,0.00%,2294379.82,99.88%,C,,,
,OFF-BI-10004352,35.78,0.00%,2294415.6,99.88%,C,,,
,OFF-ST-10004835,35.71,0.00%,2294451.31,99.88%,C,,,
,OFF-SU-10004768,35.58,0.00%,2294486.89,99.88%,C,,,
,OFF-LA-10003663,35.26,0.00%,2294522.15,99.88%,C,,,
,OFF-PA-10002960,34.86,0.00%,2294557.01,99.88%,C,,,
,OFF-FA-10003021,34.59,0.00%,2294591.6,99.89%,C,,,
,OFF-AR-10001770,34.58,0.00%,2294626.18,99.89%,C,,,
,OFF-AR-10002578,34.56,0.00%,2294660.74,99.89%,C,,,
,OFF-FA-10003059,34.4,0.00%,2294695.14,99.89%,C,,,
,OFF-PA-10002741,34.24,0.00%,2294729.38,99.89%,C,,,
,FUR-FU-10001852,33.75,0.00%,2294763.13,99.89%,C,,,
,OFF-FA-10004838,33.48,0.00%,2294796.61,99.90%,C,,,
,OFF-BI-10000042,33.11,0.00%,2294829.72,99.90%,C,,,
,OFF-PA-10001752,32.87,0.00%,2294862.59,99.90%,C,,,
,OFF-BI-10004716,32.64,0.00%,2294895.23,99.90%,C,,,
,OFF-PA-10002552,32.4,0.00%,2294927.63,99.90%,C,,,
,OFF-LA-10000634,32.36,0.00%,2294959.99,99.90%,C,,,
,OFF-BI-10002609,31.59,0.00%,2294991.58,99.90%,C,,,
,OFF-AR-10002255,31.1,0.00%,2295022.68,99.91%,C,,,
,OFF-AR-10001919,30.83,0.00%,2295053.51,99.91%,C,,,
,OFF-AR-10001026,30.8,0.00%,2295084.31,99.91%,C,,,
,OFF-AR-10002833,30.58,0.00%,2295114.89,99.91%,C,,,
,OFF-PA-10004022,29.97,0.00%,2295144.86,99.91%,C,,,
,OFF-BI-10004182,29.96,0.00%,2295174.82,99.91%,C,,,
,FUR-FU-10003981,29.95,0.00%,2295204.77,99.91%,C,,,
,OFF-BI-10004967,29.95,0.00%,2295234.72,99.91%,C,,,
,TEC-MA-10004086,29.93,0.00%,2295264.65,99.92%,C,,,
,OFF-PA-10001243,29.9,0.00%,2295294.55,99.92%,C,,,
,OFF-PA-10004948,29.88,0.00%,2295324.43,99.92%,C,,,
,OFF-FA-10001229,29.87,0.00%,2295354.3,99.92%,C,,,
,OFF-EN-10001749,29.81,0.00%,2295384.11,99.92%,C,,,
,FUR-FU-10004164,29.7,0.00%,2295413.81,99.92%,C,,,
,OFF-FA-10003467,29.7,0.00%,2295443.51,99.92%,C,,,
,OFF-SU-10001935,29.65,0.00%,2295473.16,99.92%,C,,,
,OFF-AR-10001231,29.4,0.00%,2295502.56,99.93%,C,,,
,OFF-AR-10000422,29.34,0.00%,2295531.9,99.93%,C,,,
,OFF-PA-10004405,29.2,0.00%,2295561.1,99.93%,C,,,
,OFF-BI-10002049,28.84,0.00%,2295589.94,99.93%,C,,,
,OFF-BI-10002813,28.52,0.00%,2295618.46,99.93%,C,,,
,OFF-AR-10001473,28.21,0.00%,2295646.67,99.93%,C,,,
,OFF-PA-10000141,27.47,0.00%,2295674.14,99.93%,C,,,
,TEC-AC-10002380,27.19,0.00%,2295701.33,99.93%,C,,,
,TEC-AC-10004127,27.17,0.00%,2295728.5,99.94%,C,,,
,OFF-FA-10003485,26.72,0.00%,2295755.22,99.94%,C,,,
,OFF-AR-10001216,26.69,0.00%,2295781.91,99.94%,C,,,
,OFF-LA-10004677,26.56,0.00%,2295808.47,99.94%,C,,,
,OFF-AR-10003876,26.08,0.00%,2295834.55,99.94%,C,,,
,OFF-BI-10000591,26.07,0.00%,2295860.62,99.94%,C,,,
,OFF-AR-10004165,25.99,0.00%,2295886.61,99.94%,C,,,
,TEC-AC-10000487,25.96,0.00%,2295912.57,99.94%,C,,,
,OFF-AR-10003770,25.92,0.00%,2295938.49,99.95%,C,,,
,OFF-PA-10003543,25.92,0.00%,2295964.41,99.95%,C,,,
,OFF-BI-10000201,25.82,0.00%,2295990.23,99.95%,C,,,
,OFF-FA-10003472,25.7,0.00%,2296015.93,99.95%,C,,,
,OFF-PA-10003424,25.22,0.00%,2296041.15,99.95%,C,,,
,OFF-FA-10002676,24.97,0.00%,2296066.12,99.95%,C,,,
,OFF-AR-10003087,24.92,0.00%,2296091.04,99.95%,C,,,
,OFF-FA-10004076,24.55,0.00%,2296115.59,99.95%,C,,,
,OFF-AR-10000896,24.27,0.00%,2296139.86,99.95%,C,,,
,OFF-AR-10004582,24.27,0.00%,2296164.13,99.95%,C,,,
,OFF-LA-10004008,24.19,0.00%,2296188.32,99.96%,C,,,
,OFF-LA-10002381,24.02,0.00%,2296212.34,99.96%,C,,,
,OFF-SU-10002301,23.86,0.00%,2296236.2,99.96%,C,,,
,OFF-AR-10001227,23.52,0.00%,2296259.72,99.96%,C,,,
,OFF-AR-10000315,23.33,0.00%,2296283.05,99.96%,C,,,
,OFF-BI-10003094,22.88,0.00%,2296305.93,99.96%,C,,,
,OFF-AR-10000462,22.4,0.00%,2296328.33,99.96%,C,,,
,OFF-LA-10003714,21.75,0.00%,2296350.08,99.96%,C,,,
,OFF-AR-10001972,21.17,0.00%,2296371.25,99.96%,C,,,
,OFF-LA-10000476,20.65,0.00%,2296391.9,99.96%,C,,,
,OFF-AR-10003723,20.28,0.00%,2296412.18,99.97%,C,,,
,OFF-PA-10001450,19.92,0.00%,2296432.1,99.97%,C,,,
,OFF-FA-10000254,19.78,0.00%,2296451.88,99.97%,C,,,
,FUR-FU-10002240,19.7,0.00%,2296471.58,99.97%,C,,,
,OFF-FA-10000089,19.6,0.00%,2296491.18,99.97%,C,,,
,OFF-AR-10000823,19.29,0.00%,2296510.47,99.97%,C,,,
,TEC-AC-10003709,19,0.00%,2296529.47,99.97%,C,,,
,OFF-PA-10000859,18.31,0.00%,2296547.78,99.97%,C,,,
,OFF-PA-10001274,18.25,0.00%,2296566.03,99.97%,C,,,
,OFF-AR-10002221,18.2,0.00%,2296584.23,99.97%,C,,,
,OFF-AP-10001634,18.09,0.00%,2296602.32,99.97%,C,,,
,OFF-AR-10003896,17.94,0.00%,2296620.26,99.97%,C,,,
,OFF-AR-10004027,17.64,0.00%,2296637.9,99.98%,C,,,
,OFF-LA-10000973,17.64,0.00%,2296655.54,99.98%,C,,,
,OFF-BI-10004141,17.49,0.00%,2296673.03,99.98%,C,,,
,OFF-PA-10000308,16.9,0.00%,2296689.93,99.98%,C,,,
,OFF-LA-10002368,16.7,0.00%,2296706.63,99.98%,C,,,
,OFF-BI-10004876,16.4,0.00%,2296723.03,99.98%,C,,,
,OFF-AR-10001118,16.18,0.00%,2296739.21,99.98%,C,,,
,TEC-AC-10002370,15.76,0.00%,2296754.97,99.98%,C,,,
,OFF-FA-10000490,15.62,0.00%,2296770.59,99.98%,C,,,
,OFF-PA-10002333,15.55,0.00%,2296786.14,99.98%,C,,,
,OFF-AR-10001130,15.47,0.00%,2296801.61,99.98%,C,,,
,OFF-PA-10002109,15.23,0.00%,2296816.84,99.98%,C,,,
,OFF-AR-10002704,14.98,0.00%,2296831.82,99.98%,C,,,
,OFF-LA-10004055,14.73,0.00%,2296846.55,99.98%,C,,,
,OFF-AR-10001022,14.2,0.00%,2296860.75,99.99%,C,,,
,OFF-SU-10003936,13.99,0.00%,2296874.74,99.99%,C,,,
,TEC-PH-10003655,13.86,0.00%,2296888.6,99.99%,C,,,
,OFF-AR-10000369,13.62,0.00%,2296902.22,99.99%,C,,,
,TEC-AC-10003133,13.62,0.00%,2296915.84,99.99%,C,,,
,OFF-FA-10002701,13.44,0.00%,2296929.28,99.99%,C,,,
,OFF-FA-10001135,13.07,0.00%,2296942.35,99.99%,C,,,
,OFF-AP-10003914,13,0.00%,2296955.35,99.99%,C,,,
,OFF-FA-10000840,12.99,0.00%,2296968.34,99.99%,C,,,
,OFF-PA-10002001,12.96,0.00%,2296981.3,99.99%,C,,,
,OFF-PA-10001661,11.95,0.00%,2296993.25,99.99%,C,,,
,TEC-AC-10003433,11.69,0.00%,2297004.94,99.99%,C,,,
,OFF-LA-10004272,11.56,0.00%,2297016.5,99.99%,C,,,
,OFF-PA-10003739,11.56,0.00%,2297028.06,99.99%,C,,,
,OFF-BI-10000494,11.48,0.00%,2297039.54,99.99%,C,,,
,OFF-BI-10003784,11.08,0.00%,2297050.62,99.99%,C,,,
,OFF-BI-10000831,10.83,0.00%,2297061.45,99.99%,C,,,
,OFF-AR-10003958,10.5,0.00%,2297071.95,99.99%,C,,,
,OFF-SU-10003002,10.08,0.00%,2297082.03,99.99%,C,,,
,OFF-AR-10004707,9.92,0.00%,2297091.95,100.00%,C,,,
,OFF-AR-10004974,9.84,0.00%,2297101.79,100.00%,C,,,
,OFF-AP-10002906,9.76,0.00%,2297111.55,100.00%,C,,,
,TEC-PH-10004875,9.59,0.00%,2297121.14,100.00%,C,,,
,OFF-SU-10001212,9.57,0.00%,2297130.71,100.00%,C,,,
,OFF-LA-10002473,9.22,0.00%,2297139.93,100.00%,C,,,
,OFF-AR-10004272,8.4,0.00%,2297148.33,100.00%,C,,,
,OFF-FA-10001754,8.1,0.00%,2297156.43,100.00%,C,,,
,OFF-AR-10003477,8.04,0.00%,2297164.47,100.00%,C,,,
,OFF-PA-10003919,7.97,0.00%,2297172.44,100.00%,C,,,
,OFF-AR-10003986,7.7,0.00%,2297180.14,100.00%,C,,,
,OFF-EN-10001535,7.07,0.00%,2297187.21,100.00%,C,,,
,OFF-PA-10000048,6.48,0.00%,2297193.69,100.00%,C,,,
,OFF-LA-10003388,5.76,0.00%,2297199.45,100.00%,C,,,
,OFF-AP-10002203,1.62,0.00%,2297201.07,100.00%,C,,,
,,2297201.07,,,,,,,
